,article_id,cluster,buying_count
378,609390001,31,4
379,591548002,29,4
380,610776006,19,4
381,654434002,24,4
382,654046001,5,4
383,653590001,12,4
384,576775012,9,4
385,662948004,16,4
386,660497003,19,4
387,567657006,14,4
388,605053002,19,4
389,495685001,11,4
390,583554002,1,4
391,657759002,6,4
392,583351005,4,4
393,657497007,22,4
394,597082001,12,4
395,594264003,9,4
396,501820003,22,4
397,568137002,19,4
398,598795018,25,4
399,572797001,12,4
400,569244002,4,4
401,660830002,16,4
402,602409006,11,4
403,603401003,24,4
404,502186011,28,4
405,500780008,21,4
406,662857001,16,4
407,657476002,27,4
408,657415002,2,4
409,657287005,5,4
410,605020002,22,4
411,581777008,10,4
412,657195001,12,4
413,581777001,19,4
414,568597016,10,4
415,583060001,17,4
416,634332001,0,4
417,651793004,30,4
418,631837001,8,4
419,637673005,12,4
420,537346026,16,4
421,663016003,16,4
422,638628002,9,4
423,537076001,2,4
424,639297001,9,4
425,639769001,7,4
426,627563007,29,4
427,534181007,15,4
428,639976005,15,4
429,627101006,25,4
430,640244003,25,4
431,554450005,27,4
432,626816003,15,4
433,554450027,2,4
434,532578017,16,4
435,626588003,12,4
436,626346003,28,4
437,626054001,29,4
438,631590002,18,4
439,637549012,16,4
440,651793001,6,4
441,637549003,16,4
442,543729003,9,4
443,635741001,19,4
444,547747001,12,4
445,541519001,5,4
446,633148001,2,4
447,541512001,5,4
448,633135005,22,4
449,636455012,15,4
450,539878003,27,4
451,633130007,8,4
452,633109002,25,4
453,632982014,28,4
454,632982013,28,4
455,539723004,27,4
456,632523001,4,4
457,637266003,11,4
458,637268006,2,4
459,538142008,18,4
460,549914003,2,4
461,554598001,19,4
462,554772002,19,4
463,625939013,22,4
464,625939002,2,4
465,649397001,7,4
466,561445006,19,4
467,615959001,21,4
468,562245006,9,4
469,519583015,9,4
470,519583008,18,4
471,650193001,2,4
472,650578001,0,4
473,517462001,28,4
474,634411001,2,4
475,562245042,9,4
476,562245057,9,4
477,562252014,9,4
478,516741002,10,4
479,613497006,1,4
480,651276001,2,4
481,613456001,2,4
482,516000034,25,4
483,611032001,22,4
484,617322003,12,4
485,647804001,18,4
486,620405001,12,4
487,624634001,4,4
488,526562001,3,4
489,642739003,2,4
490,625321004,21,4
491,625316007,21,4
492,556255003,18,4
493,644783001,16,4
494,645424001,26,4
495,645971001,4,4
496,645980001,22,4
497,621381001,7,4
498,624632002,4,4
499,622958003,4,4
500,622877005,3,4
501,647190003,12,4
502,558986003,8,4
503,622140005,5,4
504,522398023,2,4
505,621759002,17,4
506,552471001,27,4
507,524825014,9,4
508,680499003,1,4
509,688873008,2,4
510,684210001,12,4
511,688873004,12,4
512,673643001,2,4
513,400246011,9,4
514,399136033,2,4
515,451650001,4,4
516,670655001,12,4
517,684588007,0,4
518,677711003,2,4
519,678086002,25,4
520,680810001,24,4
521,464297007,5,4
522,676352001,8,4
523,158340001,1,4
524,160442010,32,4
525,679121001,5,4
526,399256001,9,4
527,325087002,5,4
528,684889001,2,4
529,695584001,12,4
530,703193001,7,4
531,679655001,0,4
532,674014003,2,4
533,687535001,2,4
534,399223024,27,4
535,456163026,22,4
536,689899001,15,4
537,665095003,2,4
538,685347001,2,4
539,666080001,5,4
540,677967002,24,4
541,667985001,12,4
542,667491005,2,4
543,667379002,2,4
544,675952003,12,4
545,189626001,1,4
546,667999001,3,4
547,672598002,19,4
548,399087015,18,4
549,705143002,4,4
550,211143037,15,4
551,677930002,12,4
552,671783004,8,4
553,111586001,32,4
554,400285006,14,4
555,664074004,12,4
556,664319001,9,4
557,372860002,5,4
558,686631003,9,4
559,710059001,2,4
560,253448003,5,4
561,694153002,2,4
562,665481001,15,4
563,675319002,10,4
564,368979001,2,4
565,478549001,2,4
566,688873007,15,4
567,676827002,8,3
568,413707001,8,3
569,610744009,15,3
570,637515004,2,3
571,610744007,15,3
572,637515001,16,3
573,637255009,27,3
574,575542001,9,3
575,413029008,1,3
576,611415001,5,3
577,612420001,23,3
578,635280002,4,3
579,635418002,7,3
580,687270001,8,3
581,635561004,28,3
582,635742002,13,3
583,612075007,2,3
584,635957003,22,3
585,636148001,7,3
586,564311002,24,3
587,677848003,2,3
588,677848002,29,3
589,564313003,29,3
590,541518004,5,3
591,636351002,21,3
592,301656017,18,3
593,541512005,5,3
594,312543001,1,3
595,611216002,2,3
596,611024001,19,3
597,610776024,19,3
598,687427001,2,3
599,675856003,30,3
600,636938001,12,3
601,677530002,0,3
602,636938003,2,3
603,637141005,7,3
604,687965001,21,3
605,688432001,32,3
606,305304008,27,3
607,538142006,10,3
608,675139006,15,3
609,637515005,16,3
610,567728006,17,3
611,603013001,2,3
612,529008027,24,3
613,529008038,5,3
614,673638005,28,3
615,529841001,16,3
616,603401002,5,3
617,288859004,3,3
618,529008008,5,3
619,605053003,19,3
620,532578019,2,3
621,532578020,16,3
622,605290002,20,3
623,288859009,3,3
624,605939004,2,3
625,529008011,24,3
626,446224002,8,3
627,567475004,12,3
628,691574001,2,3
629,644464002,25,3
630,598848006,2,3
631,598859003,10,3
632,643657001,12,3
633,567993017,21,3
634,691579001,10,3
635,673349002,9,3
636,526562004,3,3
637,643217002,23,3
638,599716001,4,3
639,642739002,7,3
640,601284002,18,3
641,601465006,24,3
642,673396003,11,3
643,605939005,9,3
644,640174001,10,3
645,637515006,16,3
646,608939002,9,3
647,565379004,19,3
648,565379002,19,3
649,688873014,0,3
650,608776003,2,3
651,537346013,16,3
652,675095002,2,3
653,543310001,2,3
654,608776001,23,3
655,675319001,2,3
656,537688014,12,3
657,610730002,28,3
658,675827001,7,3
659,610730017,27,3
660,637515011,12,3
661,638899001,21,3
662,608483007,8,3
663,640124001,8,3
664,607154001,2,3
665,640021005,21,3
666,640020001,27,3
667,534181005,2,3
668,674023001,9,3
669,674047001,4,3
670,639896001,17,3
671,639685006,0,3
672,674482003,30,3
673,639677001,2,3
674,607632001,16,3
675,674079004,4,3
676,607834007,1,3
677,639478002,12,3
678,689982001,28,3
679,543141002,17,3
680,633861001,7,3
681,634775001,27,3
682,625939035,27,3
683,626346005,2,3
684,384851013,1,3
685,680187001,22,3
686,680374001,15,3
687,554598003,19,3
688,554598008,19,3
689,554598028,19,3
690,612935007,25,3
691,680499002,22,3
692,554772003,19,3
693,554772015,19,3
694,620081001,2,3
695,378124009,21,3
696,680810002,5,3
697,554546015,6,3
698,355072001,8,3
699,626440008,20,3
700,626441007,6,3
701,108775051,0,3
702,626587004,28,3
703,626713001,6,3
704,626813010,2,3
705,560270007,21,3
706,617919017,7,3
707,554450016,1,3
708,617835006,12,3
709,617620001,25,3
710,617534007,9,3
711,554141004,6,3
712,627197002,12,3
713,627389005,9,3
714,355072002,1,3
715,555102006,21,3
716,625927001,8,3
717,620963004,17,3
718,622238007,27,3
719,558513001,14,3
720,622744002,21,3
721,557248025,23,3
722,622745001,21,3
723,622159002,28,3
724,558986001,8,3
725,621846001,5,3
726,557247010,23,3
727,621760005,17,3
728,624251001,12,3
729,624257002,14,3
730,556655002,4,3
731,624486009,22,3
732,556527009,14,3
733,555292006,6,3
734,624632006,4,3
735,682189001,15,3
736,620963002,17,3
737,620945004,17,3
738,625316004,21,3
739,559634007,2,3
740,559642003,17,3
741,625432001,30,3
742,555364003,8,3
743,625480004,7,3
744,625768001,27,3
745,625773001,22,3
746,680912006,8,3
747,683662008,22,3
748,617279003,21,3
749,627563006,29,3
750,678983004,22,3
751,613497008,19,3
752,678065001,12,3
753,549607002,2,3
754,685399001,22,3
755,562245058,9,3
756,562252001,9,3
757,615021023,19,3
758,685972001,12,3
759,686265001,28,3
760,613826004,12,3
761,633135001,8,3
762,400246014,18,3
763,633136007,22,3
764,633148004,2,3
765,633781012,8,3
766,686269003,31,3
767,615085004,21,3
768,691839001,9,3
769,633925003,9,3
770,613497003,19,3
771,546579001,5,3
772,687169001,28,3
773,634015009,21,3
774,634037002,23,3
775,634248001,0,3
776,613246002,10,3
777,634249005,2,3
778,634320003,21,3
779,634332005,28,3
780,634332006,2,3
781,677930004,12,3
782,678073001,8,3
783,632172003,15,3
784,628788003,24,3
785,399087014,18,3
786,628920006,0,3
787,351484013,17,3
788,628930004,22,3
789,628930008,27,3
790,351484002,17,3
791,629420002,12,3
792,629764001,24,3
793,561445026,2,3
794,616086002,17,3
795,630116005,21,3
796,399061012,15,3
797,684105002,15,3
798,630141001,21,3
799,561797001,19,3
800,630145006,21,3
801,399201024,18,3
802,552471003,0,3
803,481245003,5,3
804,552370002,6,3
805,615566002,27,3
806,630326004,19,3
807,631470003,15,3
808,399136060,28,3
809,551379001,12,3
810,399201011,19,3
811,684890003,25,3
812,551300001,4,3
813,562245039,10,3
814,399201023,18,3
815,632143002,8,3
816,644628001,26,3
817,436570023,2,3
818,505221004,22,3
819,657287004,15,3
820,656649007,21,3
821,666382002,12,3
822,598795014,22,3
823,505221001,22,3
824,656719003,10,3
825,504155015,16,3
826,504154027,16,3
827,657203001,2,3
828,504154016,12,3
829,583976001,25,3
830,657285002,22,3
831,657287001,5,3
832,583558001,7,3
833,464454004,25,3
834,572127015,0,3
835,657291005,5,3
836,657395002,2,3
837,666319002,15,3
838,701129002,2,3
839,583534009,10,3
840,657476005,22,3
841,502186012,15,3
842,583533002,27,3
843,665873001,5,3
844,464927013,24,3
845,665725002,1,3
846,467302066,1,3
847,665713002,5,3
848,666638003,2,3
849,700819006,8,3
850,665481004,2,3
851,653428001,28,3
852,652657001,24,3
853,652671004,24,3
854,652696001,24,3
855,591201001,21,3
856,652731008,2,3
857,590748001,15,3
858,667985003,16,3
859,653114001,9,3
860,653188001,1,3
861,696447003,2,3
862,653210010,12,3
863,589641001,7,3
864,589599004,17,3
865,696545002,8,3
866,655784001,2,3
867,697489002,12,3
868,654423002,24,3
869,509091011,24,3
870,457892003,12,3
871,654521001,28,3
872,667379003,2,3
873,655259002,5,3
874,570781006,15,3
875,655347007,21,3
876,507910004,9,3
877,571052001,15,3
878,587782001,8,3
879,571436010,12,3
880,665509002,16,3
881,658030005,8,3
882,651913003,8,3
883,661910001,12,3
884,490473012,32,3
885,579541027,2,3
886,156231002,32,3
887,714424001,8,3
888,661308001,19,3
889,716519001,4,3
890,661645002,1,3
891,717341001,12,3
892,487827007,18,3
893,487722007,2,3
894,661809001,2,3
895,578487011,15,3
896,661861003,21,3
897,578478006,2,3
898,490793033,27,3
899,578478001,18,3
900,662344002,15,3
901,574120001,22,3
902,719031001,12,3
903,578474001,12,3
904,577992006,5,3
905,664133001,25,3
906,720384002,24,3
907,663944001,7,3
908,575141001,27,3
909,663942008,7,3
910,663942001,2,3
911,575347003,23,3
912,179950001,4,3
913,664679001,9,3
914,658036001,5,3
915,581086001,2,3
916,703795001,2,3
917,581275002,4,3
918,469562006,9,3
919,572955001,2,3
920,572998001,18,3
921,658847003,5,3
922,573085019,10,3
923,659459003,2,3
924,581162001,25,3
925,659832006,1,3
926,496111007,16,3
927,711521001,15,3
928,495949002,4,3
929,469658009,2,3
930,664748002,19,3
931,495573006,5,3
932,495418003,5,3
933,712838005,0,3
934,181448102,8,3
935,580469005,12,3
936,713756001,12,3
937,713997001,4,3
938,660599002,19,3
939,579695005,16,3
940,660618001,9,3
941,714367001,12,3
942,579541041,2,3
943,660712011,9,3
944,512251004,16,3
945,682965001,5,3
946,456163024,19,3
947,597963001,21,3
948,648630002,12,3
949,649437001,26,3
950,518529004,1,3
951,693584002,16,3
952,651456003,19,3
953,251510001,32,3
954,594834001,12,3
955,669361001,25,3
956,649052001,12,3
957,452898027,23,3
958,448509014,27,3
959,594264001,25,3
960,448509009,27,3
961,692210001,12,3
962,672054002,6,3
963,521269001,8,3
964,522918034,1,3
965,594834010,2,3
966,671852003,2,3
967,592241004,22,3
968,646536003,27,3
969,522461002,4,3
970,568253001,28,3
971,651336004,2,3
972,651558003,25,3
973,669896002,22,3
974,568751002,5,3
975,591334020,16,3
976,647770001,21,3
977,695457001,22,3
978,244267029,2,3
979,568601008,2,3
980,591334017,28,3
981,513373004,28,3
982,671515001,12,3
983,595779010,2,3
984,669215004,19,3
985,451380001,14,3
986,225784001,29,3
987,651244001,12,3
988,669034005,10,3
989,651584005,28,3
990,669358001,1,3
991,514134001,4,3
992,237222012,19,3
993,569933006,28,3
994,619353007,6,2
995,691267004,2,2
996,596472001,2,2
997,596517001,21,2
998,579541031,12,2
999,618476004,2,2
1000,619506001,21,2
1001,619566001,28,2
1002,579541035,16,2
1003,714367002,15,2
1004,691208001,7,2
1005,619499001,1,2
1006,580000003,5,2
1007,604655006,8,2
1008,684033003,2,2
1009,710060001,2,2
1010,581234001,29,2
1011,616598005,14,2
1012,616708004,5,2
1013,581105002,28,2
1014,616711001,12,2
1015,616715002,2,2
1016,622238018,27,2
1017,581086004,15,2
1018,616733001,12,2
1019,692216005,12,2
1020,605777001,21,2
1021,605516005,14,2
1022,605092009,5,2
1023,618387002,7,2
1024,580768001,12,2
1025,617736001,15,2
1026,595779011,28,2
1027,684021005,11,2
1028,692216003,12,2
1029,714417001,2,2
1030,690992002,19,2
1031,617919021,7,2
1032,579873001,12,2
1033,691012001,10,2
1034,618160002,15,2
1035,596395001,30,2
1036,618180001,8,2
1037,619580001,2,2
1038,597082002,12,2
1039,597035001,30,2
1040,619881001,9,2
1041,578113002,8,2
1042,683493001,12,2
1043,621381002,25,2
1044,691989002,15,2
1045,621381008,27,2
1046,691764006,16,2
1047,598460001,4,2
1048,621381010,27,2
1049,683379001,4,2
1050,621513003,28,2
1051,683001003,32,2
1052,598515008,24,2
1053,577249005,10,2
1054,621989001,0,2
1055,622046002,12,2
1056,622140003,24,2
1057,682996002,5,2
1058,682971001,3,2
1059,577006002,29,2
1060,622159001,9,2
1061,725253001,1,2
1062,622192001,18,2
1063,728162002,5,2
1064,576773017,9,2
1065,691799001,7,2
1066,576773016,9,2
1067,622192002,18,2
1068,576773008,9,2
1069,622238009,27,2
1070,578469004,15,2
1071,620963003,17,2
1072,597918001,2,2
1073,620424035,31,2
1074,602985003,12,2
1075,691291001,2,2
1076,620081006,16,2
1077,714425001,27,2
1078,692002004,12,2
1079,579302001,8,2
1080,579167001,3,2
1081,602409001,14,2
1082,578876001,0,2
1083,616337002,24,2
1084,620208002,29,2
1085,578816004,8,2
1086,620424023,31,2
1087,597510001,23,2
1088,620951002,9,2
1089,620533001,6,2
1090,620585013,8,2
1091,717341002,12,2
1092,578487012,15,2
1093,620608004,31,2
1094,620754001,12,2
1095,691555001,28,2
1096,597596005,22,2
1097,620870004,29,2
1098,599729001,2,2
1099,620908004,17,2
1100,599580012,17,2
1101,620945002,17,2
1102,692401001,13,2
1103,692586001,8,2
1104,709784001,24,2
1105,613521002,12,2
1106,610234003,27,2
1107,588676001,2,2
1108,609719001,17,2
1109,687260003,12,2
1110,698943004,1,2
1111,612481007,28,2
1112,612537001,16,2
1113,609598006,22,2
1114,588592001,17,2
1115,612636001,8,2
1116,612891003,8,2
1117,592959001,13,2
1118,587782003,7,2
1119,592975011,10,2
1120,699569001,4,2
1121,613246001,18,2
1122,587682002,7,2
1123,586361001,1,2
1124,586265002,7,2
1125,613246004,10,2
1126,693951004,2,2
1127,593196001,15,2
1128,613459001,2,2
1129,586265001,17,2
1130,613463003,28,2
1131,585806001,11,2
1132,700833004,28,2
1133,585355001,23,2
1134,584992001,9,2
1135,612170001,2,2
1136,694153001,15,2
1137,612136002,1,2
1138,611148013,6,2
1139,610747004,22,2
1140,591333003,22,2
1141,695318002,9,2
1142,688545001,12,2
1143,591334016,15,2
1144,687921002,28,2
1145,694986001,15,2
1146,590007003,15,2
1147,589924010,27,2
1148,695627001,9,2
1149,687534002,26,2
1150,687424003,7,2
1151,687407001,5,2
1152,589855004,26,2
1153,698272001,10,2
1154,694966001,23,2
1155,591702003,3,2
1156,589541001,3,2
1157,610671001,27,2
1158,610662002,14,2
1159,611415003,24,2
1160,687338001,6,2
1161,694589003,22,2
1162,610314001,8,2
1163,589222002,18,2
1164,612075002,8,2
1165,697997001,2,2
1166,589004004,13,2
1167,693208006,31,2
1168,688873015,15,2
1169,616337001,5,2
1170,613551002,15,2
1171,607310005,18,2
1172,583059002,21,2
1173,607310002,18,2
1174,615092002,9,2
1175,693208005,6,2
1176,595435002,5,2
1177,684588001,2,2
1178,684385001,12,2
1179,595573002,28,2
1180,615217003,22,2
1181,615325001,15,2
1182,615367008,22,2
1183,581971001,0,2
1184,581781010,18,2
1185,704036002,9,2
1186,581298001,1,2
1187,606983001,1,2
1188,692747001,12,2
1189,591333005,12,2
1190,606322005,14,2
1191,705094002,2,2
1192,615970003,6,2
1193,615972001,1,2
1194,606022001,8,2
1195,616070002,28,2
1196,707020001,28,2
1197,708021001,12,2
1198,616088013,17,2
1199,616225010,29,2
1200,703207001,5,2
1201,607350001,23,2
1202,702237001,2,2
1203,615021021,28,2
1204,584940004,15,2
1205,613666002,9,2
1206,584925001,2,2
1207,688910001,2,2
1208,584631020,23,2
1209,584483001,0,2
1210,614496003,5,2
1211,615021003,28,2
1212,615021015,27,2
1213,615021020,8,2
1214,686265003,20,2
1215,584449002,28,2
1216,689156002,20,2
1217,608069010,29,2
1218,690992001,19,2
1219,584157003,14,2
1220,594541002,6,2
1221,689980001,28,2
1222,594630002,4,2
1223,685383002,2,2
1224,607834005,2,2
1225,690276002,25,2
1226,685381001,15,2
1227,607833001,22,2
1228,594987001,5,2
1229,701600001,25,2
1230,594987005,5,2
1231,690904001,23,2
1232,598795016,8,2
1233,663327002,16,2
1234,622295005,1,2
1235,651863001,8,2
1236,667999002,30,2
1237,651724003,16,2
1238,651724002,15,2
1239,651558010,27,2
1240,651558006,27,2
1241,651465002,0,2
1242,651456005,19,2
1243,651456002,2,2
1244,651456001,15,2
1245,651424003,15,2
1246,651348001,11,2
1247,668273001,10,2
1248,651334005,28,2
1249,651327001,0,2
1250,651276002,4,2
1251,669014003,2,2
1252,669056002,8,2
1253,669271003,29,2
1254,651242001,17,2
1255,651165001,28,2
1256,651072001,2,2
1257,669586001,11,2
1258,669882004,28,2
1259,651793002,20,2
1260,651893001,8,2
1261,640639003,8,2
1262,651905007,27,2
1263,655347002,21,2
1264,655287002,9,2
1265,655265002,0,2
1266,667411008,23,2
1267,654757001,4,2
1268,654701001,17,2
1269,654647002,7,2
1270,667499006,2,2
1271,667709001,18,2
1272,653428002,24,2
1273,653409002,15,2
1274,653291002,6,2
1275,653277001,25,2
1276,653188006,22,2
1277,652924006,15,2
1278,652869001,12,2
1279,652742004,7,2
1280,652742003,23,2
1281,652742001,9,2
1282,652708002,24,2
1283,652671001,24,2
1284,652228001,28,2
1285,651912001,8,2
1286,669893001,8,2
1287,650677004,2,2
1288,650511003,4,2
1289,649553010,22,2
1290,672224001,2,2
1291,644769001,26,2
1292,672590001,2,2
1293,672598001,2,2
1294,643851001,17,2
1295,643833005,1,2
1296,643833004,1,2
1297,672890002,12,2
1298,672890003,22,2
1299,575542005,10,2
1300,642960002,28,2
1301,642960001,2,2
1302,673396002,2,2
1303,642699001,28,2
1304,642631003,2,2
1305,642631001,28,2
1306,642437006,9,2
1307,642223001,24,2
1308,642105001,2,2
1309,673462001,29,2
1310,641708001,28,2
1311,641705001,0,2
1312,640807003,8,2
1313,644800004,7,2
1314,645065015,22,2
1315,645422002,26,2
1316,648630003,2,2
1317,670123002,14,2
1318,670233004,30,2
1319,670279003,5,2
1320,670286001,30,2
1321,649492009,0,2
1322,649492005,2,2
1323,649437002,12,2
1324,649428001,28,2
1325,670634001,27,2
1326,671421002,25,2
1327,648173001,1,2
1328,672054004,28,2
1329,647843001,32,2
1330,647823002,24,2
1331,671436002,29,2
1332,647751001,21,2
1333,671553003,28,2
1334,671553006,15,2
1335,647190001,25,2
1336,671553008,16,2
1337,646811002,31,2
1338,671974001,15,2
1339,655567001,24,2
1340,655567002,22,2
1341,655580001,31,2
1342,659983001,15,2
1343,664421002,8,2
1344,661435001,18,2
1345,661373001,15,2
1346,661166005,16,2
1347,661162003,28,2
1348,661162002,12,2
1349,664647006,14,2
1350,661152001,12,2
1351,661147004,16,2
1352,661095001,15,2
1353,660994002,26,2
1354,660927001,17,2
1355,660830004,8,2
1356,664936004,7,2
1357,665089001,9,2
1358,665098001,9,2
1359,665201001,21,2
1360,660590001,6,2
