,customer_id,articles
457,024cd49f530560442418b0fe9558ee9a79c62809b3bb3a6fbaaf04c2b9be9d2e,"0704048006,0656686002,0676326005"
460,0257cce57bcfd65d958d44d09bd52c80b07b5a5aee9fc625599b6c13ee4e1b9e,"0685687004,0667491011,0601595003,0519583015,0400285006"
465,02587f4f566315388f44a3daaa4525146d79d5ae6b2837cbf55591ec1512884d,"0661645002,0549607002,0663732001,0575004005,0583351005,0677664001,0677664001"
472,025b18696068392821f083b1eebb31dee1f6704f243f909c025dfacd075bdaf2,"0156231002,0156231001,0156231001"
475,025d110f771f9d4bd41abd0fadca58b1be1553c895c7f6b0e79a13dd1d0b67aa,0657891002
476,0263bfe4004755185ded376e186511eedd9f5a190144ac6699fda9cb038ad178,"0508837001,0634015009,0664325001,0477163001,0634789001"
481,026a1fb8bafd82f69183ae5dc8aea146c48c31d8ab03a3e711a9bc3fcec3a4b8,"0399201023,0399201020,0399136009"
484,026e959b1715d59d827c377bd1f9ee4464e105695241a2f4053385d036aae6a0,"0666223001,0543141002"
486,02703e242da346fc85f1aad21208d1103e62e705564c81ca2b6edf943032320a,"0628813002,0629764001"
488,02722fa427178b9ca33fdaf1050d1c15472432abd33e0048207701534feb5b20,"0571436009,0407663008,0342034003"
491,02735a7da462484b0adb3857a81a6a062dd37d18a716a47318c467ef2a96f9f0,"0607788001,0610787001,0658013001,0580853002,0629912001,0614734001"
497,0274e757cd770c98113d22951237e9dd035fa27567c5d521987222af2e0f9592,0675139006
498,0277917f4faac280023baecd03c3790b951a9403085da13631983b6c3d7eced0,"0686269001,0633130002,0633130002"
501,027a44c9bd659ccdf287096ae82a20eb5e28d6e54f2685d55323530640c7fece,"0651793004,0626441007,0555347001,0651793002"
505,027dc9299f3cd24a1b30fa3bc25dd619993f7e49e231debc3f256efad523407d,"0580482004,0643588001"
507,028c2fb1495304ccc3208d8335ec2fe8fcfe19b47bb279df6a9bdb410332a082,"0648968001,0648968003"
509,028e765770e7b56b22210ffee86c332e849a52309bb253d62da0b44d082d66bf,"0507910004,0522918034,0637255010"
512,0291b7341d510fd571abf640a3c5ca7a374e6eb832a60961da02033b41b66735,0656121001
513,029ceb992cb63df03c109790046e3fdebfce0b63c968823dd461b7f18ecc6b30,"0637255001,0637255001,0692454002,0692454002,0684588001,0543729003,0543729003,0506110001,0506110001,0578311001,0657128001,0656719005,0656719005,0656719005,0660618001,0660618001,0696447003"
530,02a02c0969c67adde90ede610a54b365c31187872585eac40590c7327ebd7783,"0657395001,0699566001,0660712012"
533,02a5fec03154399f739b4f8fbf1a43a9899fbbb24fd93cc9fd4674cab11cda8e,0653032007
534,02ac1b454f4854ea273f870e32fa8f59faf2e46e0c24aecd45f44d8d06e98bd7,0568066001
535,02aeb94d25610a3887b078c7eaf7d1196d0f041719ddc02ada82395bc05825fd,"0573626001,0648385001"
537,02b3db570d4063d8005de2fe1ba4d6fae39795dc37a993f0f6fba313f9a2a744,"0624512003,0558427001"
539,02b4b6f6e43c3eccd8b8889330654519ac3c55e5fc2ec36091a416ec6471d9c6,0672890004
540,02b50a52742b3a894cd5d1381bd3f462c3e6eff30f9dde8640b3697db2fd024a,"0639976002,0613826004,0568597009,0639976005"
544,02ba264ea5c7130504924f49228bcbaaa9ee96b76a6b4b0a16e19e691cf59f7b,"0651327001,0682028003"
546,02bfe1a5248beb9cd28ad4ac630a6d75e78d9a3e14551abee7a5a28d5812ea77,"0668767002,0685687001,0685343001"
549,02c13bb5a2502db80d1f18b7db8ac0e250df329ba2b4aa0ea64df812ef946d2e,0639677001
550,02c92ae97b966ec20080b6b2d15ffa768c8cbaceee45c329e89a78526b357f7f,"0619075001,0617878003"
552,02c955452f97696cbb01186f456adc89f7dd9828c6e39012c400fd26cbda47b2,"0590165002,0500780006"
554,02cca9fa806e222df1332afe49102f67cc35970a39471d4737c770e94e5dc492,"0714373001,0684890003,0684890003"
557,02d2cf9bcef0d10ae22bba38ee25c0192bc41d9a45b46ceab7467ca5a43f63c6,"0399136023,0518329007"
559,02d37b5d9116efbc2dc6420de3b30376039e2af283beadcba3afc936e41ae715,0684686001
560,02d796ea767fa2e94fc6228fe70d8af1a570da973c32f7ddbe7ac747ce4a6666,"0633130013,0552471001,0552471001,0564358010,0633130007,0633130015,0575141001,0575141001,0393447015,0393447015,0575347003,0602409006,0634037002,0634037002,0634037002,0372576011,0372576011"
577,02e0910945216963833093e0e56712e7362b01b7ef0cd4b375f857542b085020,"0316657008,0679059001,0684238002,0680912011,0555364003,0635957003,0571650001,0640556001,0662628001"
586,02e45757a6bc483ef7a9d086c3800bdab53ac1cb9840cfad4381d4fdea7820bc,"0579541001,0662868001,0660599001,0537688014,0676990002,0537346024,0637515002"
593,02eeb7d86c6d8dd801708091ed48bd654940c403ef12cfc10e4abc5eef90866a,"0589924005,0638553001,0638553001"
596,02f10c94c36c9f8d06ca2fccb131f8579cbabd1e3fb90c64ba799ad6222ad600,"0552826001,0631744003,0651244001,0621381011,0592172007,0573085004"
602,02f3b09da6d49f6fc29547e4988e34eb9e0406cc53bb52d2ecf3b77e9e741a85,"0409730006,0640251003,0659381001,0680187001,0649323001,0651863001"
608,02f64c00a1c75904920d7d0ce06c85dc30ce93b14147db8826fab00ab1d7a1f8,0674079004
609,02f6cba4ca8942ae995a5723a271ac967a3b51973fef556ae6eef56e6a2454f1,"0554450001,0519583028,0554450005,0554450004"
613,02fb616160a91e306ff84ef3cd1333f0cd7d364df06d6746d5b313af7ff7be7b,0565373002
614,03023b630d51f53fcfebbbb0182e20a51de1b0463a85e9b5eef540ceefa95434,0685687004
615,03047ce62398549486db59baa6ae4b75f1f34d2e5ed2c61ed4622d5f938bafb5,0610662002
616,030654e7a0c6b286996114368a92fd411cfa5f9d4afcbf4086b512b8b1fe6fd4,"0549914002,0575464004"
618,030b237f78cdd4df9a13c92900a82db7a18afc7556f2c1e643bc008f0bf38ff8,0610730016
619,031087414c01a0524b5c9d121b98ef5a93f240db16392302bda5bb1e5e7bfb4d,"0628466002,0604349001,0628466001"
622,03126e45c08e82cd192b32cbddbeba63387e11e5531059d1e75b74a422f373b1,"0378124009,0378124009,0573652001,0630116002,0663003005"
627,03167db14498eeec75153c7e582f25925eeb861ce3e04be9b3b58d83d23559a0,"0661610001,0665477001,0569974001,0557246003,0600229001,0562245059,0501820008,0613246002,0557247003,0562245034"
637,03176a1445de4730c2ca5d514c3ce2182972ad42dfae65f4549778a2e918a7bd,"0617620001,0671011001,0549914003,0612075002,0642631003,0635741001,0534357005"
644,0317efd288c703a2531d89567ac2c28321ef8a613b5d2485430c94633b37ca51,"0428291001,0654436002,0507987001"
647,031b1633a7b3df1b5c63487b254981b5dd3606d8d643e99345221577cf581fee,"0624486006,0662592002,0624486009,0591088001,0625939013,0625939013"
653,031c4471e23612911bc9a372edfe3c50847aceb7d620b1d8c26d468cac10ed59,"0618180001,0537085011,0575836002,0613942006,0647190002,0619580001"
659,031dacb19b2f7003ccc838290d15c933ecf916503c428c9205ed036373758415,0479227020
660,031fd5c927a91eb96dcc6446e57898bac8992494520c61f1e69f4fa46e57fc0d,"0591334003,0637673006,0399201024,0399136009"
664,032046d984f72fe8d5b3cb151932c5c3f5c9f67e6b1c619dabae39c684280519,0632143002
665,03264406f2f5ad204e822bf1de35bfd78a254b7ebfa7436a1fbb2dd6702cad3d,"0631536007,0552617006"
667,032bfa2ee5ed4729cb92b26f029bf391e24ffd9d82040420b10514fb26433fa9,"0658298001,0464679003"
669,032c1158bed8eaa884e982247bce6ba12fbb46cc96db37f890363d5565443d65,"0474088001,0255396006,0646592004,0702072001,0510126016,0516712001,0658030001"
676,03337ab0f54594f4ce96bfa456869d2d01e4fd99b49f07039462737375a3916d,0666006006
677,0333d9ba2d726a88e105f58b664d0454ee8c3eb276c033241b31cabb69d522ae,0666638003
678,0335a03da8ef485dda6f0a3d38fd1a10f15a87f82f2ccdaf97fed2bbc4ee47f8,0672590001
679,03392e608ea301ba185fbc96db65586ac9b7cddb17314ac38dea3f47a66ad448,"0622295001,0622295001,0358483006,0568863005,0532578008,0684400001"
685,033ac0197a68724a4a1e2cd17910b8bc1caf97794624c5e965ad6b27b893e0ce,"0555102005,0555102001,0591201001,0562820006"
689,03489cb329eeb471615a9a93c47aea3385a35bda120f1b66c2d58057550e0cea,"0634015009,0564786020,0640021005,0567993015,0622618004,0560270010"
695,034f0c7ca393e5fad0a9d12f71c54e346fb65e9fcb2df69c081eec1e554307a1,"0685687003,0661162004"
697,0352a685354a244ea57ec3a605fc4e4c3c84b4c708ea38347d90ea7564e7ace7,"0622961001,0615042004,0519583015,0561445026"
701,0356c9f8f93ae3fac95c183d72bcc0730545b1a31732ed7086619496fc21f656,0632534002
702,0356f9016af790146e57d6da4ec0a3d8a4fc35380c22c2c2db11f89a7d8368e0,0684890001
703,035c146b4e3425ded9f666567f8e1f3b75f586988181b026ee98a1c790e51a97,0638494001
704,035f7a644366318ba089234153ff965dac19d68c607a9b87b47e19336b679b06,0507910001
705,0362038f50febc46a92c40379e85ba865535855c7e863384aebd5358d556d1f4,"0495864003,0703193001"
707,03688ec91eaf4d8569ec00a450567f829e122b7a368ce6acc390c4685542d5ca,"0567594001,0537901001,0653567001,0567475004,0567475004,0588155002"
713,0369aeafb7efe22cfa0fdf8290ee7ca3c2d53a54005b8c3f7ba60b1d365c3e9e,"0645065001,0637515003"
715,03748d7daaf2bd87ca7202935269c3220f335d98bd0bc1bdce16c844f6e59a25,"0594987005,0211143022,0629551004"
718,037aac19361b0d06e6e9e47ba81d8524ee2b4f19a65e93c2a7728b1ab162a70c,"0616337001,0560325001"
720,038281b9c1466627192e0af455bd4fb84bf15fda5061c88702a1a8cb1e4697bc,"0464927013,0662257001,0611415003"
723,0383e0ace6436d5a2b23efc570e14508274a7896a4bcdddce50783e47cd3d00c,0627389006
724,0384f1a2abd76923b5aba3c1614c6a3845f3b5dd585ca782ed537817f57e9db5,"0653590001,0617728002,0620405001"
727,0389e2e5ce41e5886aa49084beec73660c0092cd8d54bedcb70ec65d00c63ede,0673776004
728,03968a7930cc35ee91a55f06b42d6ddd716ee0f57547a0ed997e267f5cccafe3,0522561002
729,03a5702d7cb6348c937e600e495e020885a44463eb869c7a6fb40e6bd187afa5,0607609001
730,03a57e049f4ff7d0ab791077026775e4ae12e213a437905f4918f3be43098371,"0666382003,0691267004,0675095002,0675302002,0685284001"
735,03b9023f6752cfa45d1365e437fd07c9ac73a9c6f97d292814f66ef6309f9476,0662630002
736,03b958999ff992a3d2090445cb81b54cdfd13d1b057cff7e6398a9fcf2c1ffe7,"0568601018,0624050004,0568597018"
739,03cde6cebf0521a59472810ed9fb66c300c197a64c51f5473c99371e30280ef8,0574120001
740,03d0011487606c37c1b1ed147fc72f285a50c05f00b9712e0fc3da400c864296,"0668766002,0652946001,0691275008"
743,03d846993ebe0cef03c8fd8475a960ca78cff866e780556e8c6613ff3e3c0973,"0401044012,0574109015,0568013001"
746,03de367bf4b373ddf9963d3d7347a5dca4a2aa99df2065ba388be35fab0f1c99,"0680492001,0549262001"
748,03dfeb591f1dee395aa5b498fcf8b12e3ffa72479f549a46a3e0ba55ebf8f9c6,0649551016
